userName,review,at,score,app_name,stemming,skor_sentimen,label
Matius official,"parah makin hari makin parah,tiap kali masuk aplikasi brimo harus login terus keluar,buka apk harua login lagi",2025-08-06 01:18:15,1,BRImo,parah makin hari makin parah tiap kali masuk aplikasi brimo harus login terus keluar buka apk harua login lagi,-2,negatif
Ika Tafrihah,"Sayang sekali saat ini brimo ku error, sudah kutanyakan ke cs katanya cs tidak tahu penyebabnya, katanya disuruh nunggu paling lambat hari Senin akan dikabari cs pusat. Tapi sampai sekarang belum ada kabar apapun. Untung saja bukan rekening/uangku yang diblokir.. karna itu modal kecil yang kuputar-putar tiap hari buat dagang. Jadi masih bisa kumaklumi. Jangan sampai duitku ikut terblokir, bisa nangis bombay.. Sebaiknya BRI segera berbenah lebih baik dari segi keamanan rekening dan IT.",2025-08-06 01:15:00,5,BRImo,sayang sekali saat ini brimo ku error sudah tanya ke cs kata cs tidak tahu sebab kata suruh nunggu paling lambat hari senin akan kabar cs pusat tapi sampai sekarang belum ada kabar apa untung saja bukan rekening uang yang blokir karna itu modal kecil yang putar tiap hari buat dagang jadi masih bisa maklum jangan sampai duit ikut blokir bisa nang bombay baik bri segera benah lebih baik dari segi aman rekening dan it,1,positif
arifu Channel,mudah dan simpel,2025-08-06 01:14:48,5,BRImo,mudah dan simpel,1,positif
Teguh Andrianto,"setelah update gak bisa di buka ( force close ), apa efek dari peraturan pemerintah tentang pembekuan rekening ya😁",2025-08-06 01:14:21,1,BRImo,telah update gak bisa di buka force close apa efek dari atur perintah tentang beku rekening ya,2,positif
Neni Wakanno,Mudah dan sangat bermanfaat,2025-08-06 01:09:12,5,BRImo,mudah dan sangat manfaat,1,positif
Maskirno670@gmail.com No,semoga bagus bermanpaat,2025-08-06 01:04:37,4,BRImo,moga bagus bermanpaat,1,positif
darly sitohang2,untuk transfer gampang dan cepat...mantap Brimo,2025-08-06 00:59:32,5,BRImo,untuk transfer gampang dan cepat mantap brimo,3,positif
Yohanis Moronene,cepat,2025-08-06 00:58:39,5,BRImo,cepat,1,positif
Maspul Haribudin,sangat membantu,2025-08-06 00:57:51,5,BRImo,sangat bantu,1,positif
Yulianto Bads,mantap,2025-08-06 00:57:20,5,BRImo,mantap,1,positif
akhmad saiffudin,bagus,2025-08-06 00:50:14,5,BRImo,bagus,1,positif
Pro Racing,sangat bagus,2025-08-06 00:46:19,5,BRImo,sangat bagus,1,positif
Ahmad budi s,sudah 2 hari ini kenapa aplikasi nya tidak bisa di buka ya min,2025-08-06 00:41:42,5,BRImo,sudah 2 hari ini kenapa aplikasi nya tidak bisa di buka ya min,1,positif
Ari Koko,mantap,2025-08-06 00:39:54,5,BRImo,mantap,1,positif
Neng Najwa auliya,sangat baik,2025-08-06 00:36:41,5,BRImo,sangat baik,1,positif
mahar indramayu,mempermudah segala transaksi,2025-08-06 00:32:46,5,BRImo,mudah segala transaksi,1,positif
Subhan Bila Adam,Mudah n praktis,2025-08-06 00:28:02,5,BRImo,mudah n praktis,2,positif
Sumar Sarni,"kok setelah di update aplikasi brimo kayak eror ya, suka nutup sendiri",2025-08-06 00:22:57,4,BRImo,kok telah di update aplikasi brimo kayak eror ya suka nutup sendiri,1,positif
Saepul Anwar,cepat,2025-08-06 00:18:50,5,BRImo,cepat,1,positif
Ade Indra,nyaman pakai brimo,2025-08-06 00:15:53,5,BRImo,nyaman pakai brimo,2,positif
Yoce Tallisa,oke,2025-08-06 00:10:33,5,BRImo,oke,1,positif
Agus Suwito,membantu,2025-08-06 00:10:18,5,BRImo,bantu,1,positif
Pipit Kamsiah,alhamdulillah sangat membantu saya dalam bertransaksi dimana saja dan kapan saja.,2025-08-05 23:54:39,5,BRImo,alhamdulillah sangat bantu saya dalam transaksi mana saja dan kapan saja,1,positif
NJ CHANNEL,Sangat membantu sekali 👍👍,2025-08-05 23:52:14,5,BRImo,sangat bantu sekali,1,positif
Ipan Gunawan,KENAPA TIBAA-TIBA GABISA TF UANG YA ALLAAH MAAU NANGIS DEMI APAPUN,2025-08-05 23:52:00,1,BRImo,kenapa tibaa-tiba gabisa tf uang ya allaah maau nang demi apa,1,positif
Musyadad Miftah,suka sekali,2025-08-05 23:19:29,5,BRImo,suka sekali,1,positif
Dendi Nugraha,"Ga bisa login, padahal pakai hape bagus ini. M banking bank lain lancar. Brimo setelah update ga bisa login, malah force close. Tolong segera perbaiki. Nanti saya ubah ratenya kalau sudah diperbaiki. Terimakasih.",2025-08-05 23:13:28,2,BRImo,ga bisa login padahal pakai hape bagus ini m banking bank lain lancar brimo telah update ga bisa login malah force close tolong segera baik nanti saya ubah ratenya kalau sudah baik terimakasih,5,positif
Yangamelang yan,"Semenjak Update Malah Parah Gak Bisa Masuk ,",2025-08-05 23:03:51,1,BRImo,semenjak update malah parah gak bisa masuk,1,positif
Ifan Lazuardy,sering eror,2025-08-05 22:56:58,2,BRImo,sering eror,-1,negatif
Jejen Firmansyah,aplikasinya bagus mudah di mengerti,2025-08-05 22:54:27,5,BRImo,aplikasi bagus mudah di erti,2,positif
Titin Suharyati,bagus,2025-08-05 22:36:47,5,BRImo,bagus,1,positif
Ansarawing Ansar,sangat membantu dalam kegiatan sehari hari,2025-08-05 22:28:22,5,BRImo,sangat bantu dalam giat hari hari,1,positif
eko ardianto,pengambilan foto ktp terlalu dipersulit,2025-08-05 22:27:17,1,BRImo,ambil foto ktp terlalu sulit,-1,negatif
B Cek,terimakasih kasih sudah memberikan yang terbaik🙏🙏sukses selalu,2025-08-05 22:21:38,5,BRImo,terimakasih kasih sudah beri yang baik sukses selalu,2,positif
Nanda Nugroho,sangat membantu,2025-08-05 22:16:41,5,BRImo,sangat bantu,1,positif
Cucu FCA26,brimo memang yg terbaik mengatasi semua kelurahan dan tak kan terganti kan is de bes,2025-08-05 22:09:23,5,BRImo,brimo memang yg baik atas semua lurah dan tak kan ganti kan is de bes,1,positif
Arib Budiono,kenapa aplikasi nya tidak bisa di buka?,2025-08-05 21:40:14,1,BRImo,kenapa aplikasi nya tidak bisa di buka,1,positif
Maryati Ati,transaksi cepat dan mudah,2025-08-05 21:31:25,5,BRImo,transaksi cepat dan mudah,2,positif
ANDRA Andra,sangat bagus,2025-08-05 21:26:32,5,BRImo,sangat bagus,1,positif
Asep Sopyan,transaksi jadi lebih baik mudah,2025-08-05 21:02:21,5,BRImo,transaksi jadi lebih baik mudah,2,positif
Vivi Marietta Sangkota,mengapa aplikasi tidak bisa terbuka,2025-08-05 20:58:50,1,BRImo,mengapa aplikasi tidak bisa buka,1,positif
Elya Fiza,"Dari kemarin aplikasi tidak menanggapi. Bagaimana solusinya, kak admin?",2025-08-05 20:49:40,1,BRImo,dari kemarin aplikasi tidak tanggap bagaimana solusi kak admin,1,positif
Puji Lestari,sangat sangat sangat membantu👍👍👍,2025-08-05 20:36:46,5,BRImo,sangat sangat sangat bantu,1,positif
Rapi Situmeang,ok lah lebih mudah segala nya,2025-08-05 20:34:30,4,BRImo,ok lah lebih mudah segala nya,1,positif
Samid Mandea,sangat mudah dan cepat,2025-08-05 20:33:16,5,BRImo,sangat mudah dan cepat,2,positif
AnggaReiitha,ini kenapa aplikasi brimo tiba2 gabisa dipakai transaaaksi yaa?????,2025-08-05 19:52:18,2,BRImo,ini kenapa aplikasi brimo tiba2 gabisa pakai transaaaksi yaa,1,positif
Syariful fajar,mantap,2025-08-05 19:17:37,5,BRImo,mantap,1,positif
Hajami Dnc,"Kenapa hari ini coles, ga bisa dibuka",2025-08-05 19:05:13,1,BRImo,kenapa hari ini coles ga bisa buka,1,positif
Suhendra hendra,transaksi serba cepat,2025-08-05 18:33:38,4,BRImo,transaksi serba cepat,1,positif
Badenk Suhendra,praktis,2025-08-05 18:24:24,5,BRImo,praktis,1,positif
waladijamal udin,"gak tulisan daftar, baru aplikasih brimo langsung di minta nomor hp pas udah masukin vefikasin kode nmor dan gmail. gagal kata nya nmor ada salah suruh k bank terdekat untuk penggantian nomor telvon 🤕🤕 pahadal nmor nya Benar",2025-08-05 17:57:31,2,BRImo,gak tulis daftar baru aplikasih brimo langsung di minta nomor hp pas udah masukin vefikasin kode nmor dan gmail gagal kata nya nmor ada salah suruh k bank dekat untuk ganti nomor telvon pahadal nmor nya benar,-1,negatif
Muhammad Arun,"foto KTP susah bener, udah berapaa kali di coba gagal trus, katanya bisa daftar sendiri eh tapi harus bank baru bisa, payah",2025-08-05 17:54:21,1,BRImo,foto ktp susah bener udah berapaa kali di coba gagal trus kata bisa daftar sendiri eh tapi harus bank baru bisa payah,-2,negatif
Mandala Wangi,Tidak Bisa Buka Rekening Simpedes 😫,2025-08-05 17:47:09,3,BRImo,tidak bisa buka rekening simpedes,1,positif
Raka Aluminium,"tolong bri diperbaiki dari dulu gk da perubahan, kenapa harus disisakan saldo, kenapa tidak bisa di habiskan semua saldonya harus ada sisa 25rb klo ada sisa 50rb gak bisa di ambil tolong diperbaiki sistemnya seperti bank abc, terima kasih",2025-08-05 17:45:04,1,BRImo,tolong bri baik dari dulu gk da ubah kenapa harus sisa saldo kenapa tidak bisa di habis semua saldo harus ada sisa 25rb klo ada sisa 50rb gak bisa di ambil tolong baik sistem seperti bank abc terima kasih,2,positif
Ipen Ipendi,aplikasi ini sangat membantu saya aplikasi keren,2025-08-05 17:37:20,5,BRImo,aplikasi ini sangat bantu saya aplikasi keren,2,positif
HADID FAHRUL ILHAM,aplikasi ini sangat membantu sekali,2025-08-05 17:35:17,5,BRImo,aplikasi ini sangat bantu sekali,1,positif
Basa Boi,mantap,2025-08-05 17:32:36,5,BRImo,mantap,1,positif
uci noe,Bagus bangus terbaik terbaik terbaik,2025-08-05 17:27:37,5,BRImo,bagus bangus baik baik baik,2,positif
Xiaomi,MANTAP,2025-08-05 17:26:03,5,BRImo,mantap,1,positif
Irpani Ktb,aplikasi yg bagus 👍,2025-08-05 17:16:26,5,BRImo,aplikasi yg bagus,1,positif
Aku Mau,bagus,2025-08-05 17:15:38,5,BRImo,bagus,1,positif
SEPTORY AYUB RONSUMBRE,aplikasinya bagus baget. yang bagus dan terpercaya terimakasih BRIMO🙏😊,2025-08-05 17:13:22,5,BRImo,aplikasi bagus baget yang bagus dan percaya terimakasih brimo,1,positif
Ajay,mantap,2025-08-05 17:06:44,5,BRImo,mantap,1,positif
Gusta Ganteng,setelah di update kok sering eror ya utk yg mau transfer? mohon di perbaiki,2025-08-05 17:04:41,3,BRImo,telah di update kok sering eror ya utk yg mau transfer mohon di baik,1,positif
Marsel Linus,"akun brimo sangat mengecewakan, login ke akun aja dipersulit. apakah akun ini di buat hanya untuk mempersuli org yah? supaya orang bikin akun baru terus?",2025-08-05 16:58:37,1,BRImo,akun brimo sangat kecewa login ke akun aja sulit apakah akun ini di buat hanya untuk suli org yah supaya orang bikin akun baru terus,-2,negatif
Muhammad Syafei,"sangat puas dengan aplikasi brimo,maju terus bri teriimakasih.",2025-08-05 16:55:06,5,BRImo,sangat puas dengan aplikasi brimo maju terus bri teriimakasih,1,positif
Budi prasetio,mantap,2025-08-05 16:52:25,5,BRImo,mantap,1,positif
Chaidir,bagus,2025-08-05 16:49:50,4,BRImo,bagus,1,positif
Bagus Alimuamar,pelayanan baik,2025-08-05 16:38:28,5,BRImo,layan baik,1,positif
Alex Lindu,mau tulis ulasan seberapa banyak pun tetap tidak bisa membantu. percuma,2025-08-05 16:29:44,1,BRImo,mau tulis ulas berapa banyak pun tetap tidak bisa bantu percuma,2,positif
Gus Hikmah,aplikasi ini sgt membantu,2025-08-05 16:23:04,5,BRImo,aplikasi ini sgt bantu,1,positif
Dayat71 Yat71,transaksi tranfer mudah,2025-08-05 15:58:16,5,BRImo,transaksi tranfer mudah,1,positif
Ibrahim Rosyadi,simple mudah dan cepat.tks,2025-08-05 15:57:18,5,BRImo,simple mudah dan cepat tks,3,positif
Aziz Ppr,mudah dan cepat,2025-08-05 15:34:01,5,BRImo,mudah dan cepat,2,positif
Marsaulina Sihombing,sangat membantu,2025-08-05 15:29:30,5,BRImo,sangat bantu,1,positif
Yatsushiro Naomoto,oke sekali brimo,2025-08-05 15:21:41,5,BRImo,oke sekali brimo,1,positif
Rosmina Yaman,kok nggak bisa masuk yah..padahal data sudah betul,2025-08-05 15:13:34,1,BRImo,kok nggak bisa masuk yah padahal data sudah betul,1,positif
Wati Alfarizi,ko gak bisa tampil di layar utama ya padahal udah di download kalo mau buka aplikasi nya harus ke PlayStore,2025-08-05 15:12:08,5,BRImo,ko gak bisa tampil di layar utama ya padahal udah di download kalo mau buka aplikasi nya harus ke playstore,1,positif
Ajiz Faturohman,oke deh,2025-08-05 15:11:46,5,BRImo,oke deh,1,positif
Andriansyah,kenapa sekaranng mutasi nya elor gak bisa lihat mutasi,2025-08-05 15:10:15,3,BRImo,kenapa sekaranng mutasi nya elor gak bisa lihat mutasi,1,positif
Khansa Humaira,Mantap,2025-08-05 15:06:31,5,BRImo,mantap,1,positif
Fariez Gaming,kenapa BRImo gk bisa dibuka,2025-08-05 15:05:50,3,BRImo,kenapa brimo gk bisa buka,1,positif
Farel Adam syah,sangat membantu,2025-08-05 15:05:48,5,BRImo,sangat bantu,1,positif
Mohjunaidi Masyhuri22,"sangat membantu sekali dan sangat mudah, transfer uang lancar",2025-08-05 15:04:07,5,BRImo,sangat bantu sekali dan sangat mudah transfer uang lancar,3,positif
Erna Wati,sudah apdate malah tidak bisa transaksi,2025-08-05 14:56:31,3,BRImo,sudah apdate malah tidak bisa transaksi,1,positif
Hendri Yatna,sangat membantu banget aplikasinya,2025-08-05 14:50:15,5,BRImo,sangat bantu banget aplikasi,1,positif
balak loroh,oke,2025-08-05 14:48:46,5,BRImo,oke,1,positif
Yanuar Asmara,kok sering eror aplikasi BRIMO ini.. susah login.. dan sering kluar² sendiri dari aplikasinya,2025-08-05 14:48:35,2,BRImo,kok sering eror aplikasi brimo ini susah login dan sering kluar sendiri dari aplikasi,-2,negatif
wongkito galo,mantap,2025-08-05 14:46:41,5,BRImo,mantap,1,positif
Dafik Priyanto,Sangat membantu,2025-08-05 14:34:27,5,BRImo,sangat bantu,1,positif
Arifin Goes Green,bank BRI terbaik untuk usaha kami,2025-08-05 14:28:01,5,BRImo,bank bri baik untuk usaha kami,1,positif
Aldi Triana,mantap,2025-08-05 14:27:07,5,BRImo,mantap,1,positif
Nthree Metrix,cepat dan mudah,2025-08-05 14:26:45,5,BRImo,cepat dan mudah,2,positif
nayla nurani,memudahkan semua transaksi,2025-08-05 14:26:40,5,BRImo,mudah semua transaksi,1,positif
Anas Kanyut,kenapa brimo di prangkat saya ga bisa dibuka.??,2025-08-05 14:25:19,4,BRImo,kenapa brimo di prangkat saya ga bisa buka,1,positif
Febrianus Safe,Betul Membantu dan mudah aplikasinya,2025-08-05 14:24:54,1,BRImo,betul bantu dan mudah aplikasi,2,positif
Ya,"gw pake infinix, udh dari tgl 2 agustus brimo gabisa dibuka, stuck di logo. tulisannya ""BRIMO tidak ada tanggapan"" terus. udh email katanya suruh ganti device. kocak. udah dua tahun pake device ini aja bisa",2025-08-05 14:21:37,1,BRImo,gw pake infinix udh dari tgl 2 agustus brimo gabisa buka stuck di logo tulis brimo tidak ada tanggap terus udh email kata suruh ganti device kocak udah dua tahun pake device ini aja bisa,1,positif
Yono Naya,sangat membantu dengan adanya brimo...tf jd lebih gampang n gk prlu jauh2 .moga sukses sllu 🥰,2025-08-05 14:14:44,5,BRImo,sangat bantu dengan ada brimo tf jd lebih gampang n gk prlu jauh2 moga sukses sllu,3,positif
Rasmi Yati,aplikasi butut ga bisa login..,2025-08-05 14:12:39,1,BRImo,aplikasi butut ga bisa login,1,positif
Maskur Maskur,mudah digunakan,2025-08-05 14:05:43,5,BRImo,mudah guna,2,positif
Febry Kurniawan,oke,2025-08-05 14:05:41,5,BRImo,oke,1,positif
Anriani Rian,cepat dan murah ongkir nya,2025-08-05 14:03:03,5,BRImo,cepat dan murah ongkir nya,1,positif
Sop Iyan,ok mantap,2025-08-05 14:02:41,5,BRImo,ok mantap,1,positif
Daeng Ardii,sangat membantu,2025-08-05 14:02:40,5,BRImo,sangat bantu,1,positif
Sriyoko Adnan,bagus,2025-08-05 14:01:04,5,BRImo,bagus,1,positif
Junita Friska,cepat,2025-08-05 13:57:37,5,BRImo,cepat,1,positif
Jendriko Jonatan,Aplikasi yang bagus,2025-08-05 13:54:21,5,BRImo,aplikasi yang bagus,1,positif
Asep Sidik Permana,dulu bisa screenshot kenapa sekarang gak bisa padahal buatku membantu sekali. tolong dong bisa screenshoot lagi,2025-08-05 13:50:37,4,BRImo,dulu bisa screenshot kenapa sekarang gak bisa padahal buat bantu sekali tolong dong bisa screenshoot lagi,1,positif
Robby Maverick,Cukup baik selama ini Meski kadang ada gangguan,2025-08-05 13:48:45,5,BRImo,cukup baik lama ini meski kadang ada ganggu,-1,negatif
Giyarto 25,"Bagus sekali, sangat memudahkan kita untuk semua transaksi di BRImo",2025-08-05 13:47:49,5,BRImo,bagus sekali sangat mudah kita untuk semua transaksi di brimo,2,positif
wildan wilujeng,"bagus aplikasinya,lancar nyaman aman",2025-08-05 13:47:32,5,BRImo,bagus aplikasi lancar nyaman aman,4,positif
Ida Nuda,mengapa tibatiba brimo sy tida bisa terbuka,2025-08-05 13:46:38,4,BRImo,mengapa tibatiba brimo sy tida bisa buka,1,positif
Tennoji Rina,apk sering gangguan kocak,2025-08-05 13:45:48,1,BRImo,apk sering ganggu kocak,-1,negatif
Rina Ishak,verifikasi wajah aja susah banget. disuruh kedip mata kagak jadi2. jelek,2025-08-05 13:42:47,1,BRImo,verifikasi wajah aja susah banget suruh kedip mata kagak jadi2 jelek,-2,negatif
Tri Handayani,sangat membantu dan sangat mudah digunakan,2025-08-05 13:27:17,5,BRImo,sangat bantu dan sangat mudah guna,3,positif
Fahri Alikarang Erick,mantap,2025-08-05 13:21:48,5,BRImo,mantap,1,positif
Kho Lil,cukup membantu,2025-08-05 13:19:48,5,BRImo,cukup bantu,1,positif
Canelponsel,"mantap jadi gampang buat transfer,semoga bisa lebih baik lagi",2025-08-05 13:19:30,5,BRImo,mantap jadi gampang buat transfer moga bisa lebih baik lagi,3,positif
Megane Gaming,"mantab, simple",2025-08-05 13:13:48,5,BRImo,mantab simple,1,positif
mutiara channel,mantap,2025-08-05 13:10:47,5,BRImo,mantap,1,positif
Rustam Efendi,mantap dan terjamin kualitasnya..👌👍😇🙏,2025-08-05 13:10:43,5,BRImo,mantap dan jamin kualitas,2,positif
Ahsanul Mubin,melayani dg baik trimakasih,2025-08-05 13:03:29,5,BRImo,layan dg baik trimakasih,1,positif
Anika Nadia,trqnsaksi lebih mudah dengan brimo,2025-08-05 12:53:12,5,BRImo,trqnsaksi lebih mudah dengan brimo,1,positif
Sifa Fathiyah,bagus dan suarany best dech,2025-08-05 12:45:21,5,BRImo,bagus dan suarany best dech,1,positif
Wira Wicaksana,"aplikasi ini lancar banget saya suka banget,good joob",2025-08-05 12:43:18,5,BRImo,aplikasi ini lancar banget saya suka banget good joob,2,positif
Reza Eja,mantap,2025-08-05 12:41:12,5,BRImo,mantap,1,positif
De Win,"sangat susah untuk daftar, selalu gagal, bahkan sudah sejak beberapa bulan lalu sampai sekarang selalu gagal",2025-08-05 12:40:06,1,BRImo,sangat susah untuk daftar selalu gagal bahkan sudah sejak beberapa bulan lalu sampai sekarang selalu gagal,-2,negatif
Echa Priyanto,cepat dan lancar,2025-08-05 12:39:40,5,BRImo,cepat dan lancar,2,positif
Nidyatul Qonita,"kenapa semakin kesini semakin lemottttt,",2025-08-05 12:34:38,4,BRImo,kenapa makin kesini makin lemottttt,-1,negatif
Ella Nirmala,Bagus,2025-08-05 12:31:59,5,BRImo,bagus,1,positif
Sander Aritonang,baik,2025-08-05 12:29:19,5,BRImo,baik,1,positif
Ari Ana,ya elah kenapa foto ktp ja gak bisa terlalu terang gimana si susah banget ulangi lagi mulu dan akhirnya gagal payah banget lampu flash nya gak mati ktpnya kena pantulan lampu buset mau daftar ja sulit,2025-08-05 12:25:48,1,BRImo,ya elah kenapa foto ktp ja gak bisa terlalu terang gimana si susah banget ulang lagi mulu dan akhir gagal payah banget lampu flash nya gak mati ktpnya kena pantul lampu buset mau daftar ja sulit,-4,negatif
Efraim Raim,apl ini sangat bagus,2025-08-05 12:14:42,5,BRImo,apl ini sangat bagus,1,positif
Arsad Risal,bagus,2025-08-05 12:10:28,4,BRImo,bagus,1,positif
Jimmy Sunanta,kak mau tanya kenapa saya mau transfer gak bisa,2025-08-05 12:05:10,3,BRImo,kak mau tanya kenapa saya mau transfer gak bisa,1,positif
Cheerly Tta,Padahal sudah dinonaktifkan notifikasi sms masih aja dapat potongan. .udah juga sampe ngurus buat hapus nomor telepon tetap aja dipotong. .sumpah buruk banget pelayanan bri. .dan suka2 minta ptongan sms notifikasi gaib padahal ga pernah masuk smsnya. .buruk pokoknya ga amanah. .,2025-08-05 12:04:55,1,BRImo,padahal sudah nonaktif notifikasi sms masih aja dapat potong udah juga sampe ngurus buat hapus nomor telepon tetap aja potong sumpah buruk banget layan bri dan suka2 minta ptongan sms notifikasi gaib padahal ga pernah masuk smsnya buruk pokok ga amanah,1,positif
Suwandi Ace,mudah,2025-08-05 12:00:23,5,BRImo,mudah,1,positif
Hendriana,apk ini sangat membantu,2025-08-05 11:58:15,5,BRImo,apk ini sangat bantu,1,positif
Habib Al,"plis BRImo aku kecewa bgt masa buat tf ada tulisan ""Do not perform any actions in the app! Another app tried to force itself to the front. If this was not intentional, this could indicate a malicious app is installed on your device and we advise performing a malware scan."" tolong kebijakan nya jgn main hakim sendiri dung jd g nyaman saya udh tanya ke semua cs sekaran masih belum bisa tf atau top up lewat apl tolong dihilangkan kebijakan seperti itu",2025-08-05 11:55:56,1,BRImo,plis brimo aku kecewa bgt masa buat tf ada tulis do not perform any actions in the app another app tried to force itself to the front if this was not intentional this could indicate a malicious app is installed on your device and we advise performing a malware scan tolong bijak nya jgn main hakim sendiri dung jd g nyaman saya udh tanya ke semua cs sekar masih belum bisa tf atau top up lewat apl tolong hilang bijak seperti itu,2,positif
